family,group,n,regime,rival,rival_name,gap,ci_lo,ci_hi,units,result
bernoulli,shapes pooled,1000000,beta05_random,declared_argmax,declared argmax,0.03557000000000002,0.031059250000000017,0.04000012500000003,200,win
bernoulli,shapes pooled,1000000,beta05_random,verify_on_claim,verify on claim,0.00924500000000001,0.005515000000000007,0.013015125000000013,200,win
bernoulli,shapes pooled,1000000,beta05_random,midian,MIDIAN,0.06122000000000003,0.05727950000000003,0.06542012500000004,200,win
bernoulli,shapes pooled,1000000,beta05_random,sequential_halving_peer,seq. halving (peer),-0.050039999999999946,-0.05239512499999994,-0.04753974999999994,200,loss
bernoulli,shapes pooled,1000000,cartel,flat_probe_argmax_online,flat probe argmax (online),0.022830000000000013,0.01997487500000001,0.02571025000000001,200,win
bernoulli,shapes pooled,1000000,cartel,warm_start_bandit,warm-start bandit,0.02408500000000001,0.021340000000000012,0.02686025000000001,200,win
bernoulli,shapes pooled,1000000,cartel,linucb_honest,LinUCB,0.47088500000000005,0.467514875,0.474045,200,win
bernoulli,shapes pooled,1000000,cartel,declared_argmax,declared argmax,0.07113000000000004,0.06733975000000006,0.07507012500000006,200,win
bernoulli,shapes pooled,1000000,cartel,verify_on_claim,verify on claim,0.04719500000000003,0.04346487500000003,0.05095000000000002,200,win
bernoulli,shapes pooled,1000000,cartel,midian,MIDIAN,0.07939500000000005,0.07492475000000005,0.08387625000000003,200,win
bernoulli,shapes pooled,1000000,cartel,sequential_halving_peer,seq. halving (peer),0.09164000000000005,0.08813987500000005,0.09498025000000004,200,win
bernoulli,shapes pooled,10000000,beta0,flat_probe_argmax_online,flat probe argmax (online),0.032220000000000006,0.02838000000000001,0.036471250000000004,100,win
bernoulli,shapes pooled,10000000,beta0,warm_start_bandit,warm-start bandit,-0.03746999999999995,-0.04058024999999994,-0.03417924999999995,100,loss
bernoulli,shapes pooled,10000000,beta0,linucb_honest,LinUCB,0.53976,0.5356700000000001,0.5443205,100,win
bernoulli,shapes pooled,10000000,beta0,declared_argmax,declared argmax,-0.039959999999999954,-0.04302024999999994,-0.03662974999999995,100,loss
bernoulli,shapes pooled,10000000,beta0,verify_on_claim,verify on claim,-0.04056999999999995,-0.04364999999999994,-0.03715949999999995,100,loss
bernoulli,shapes pooled,10000000,beta0,midian,MIDIAN,0.030420000000000006,0.026679500000000005,0.034130250000000015,100,win
bernoulli,shapes pooled,10000000,beta0,sequential_halving_peer,seq. halving (peer),-0.04478999999999995,-0.04797024999999995,-0.04127974999999995,100,loss
bernoulli,shapes pooled,10000000,beta025_cartel,flat_probe_argmax_online,flat probe argmax (online),0.017900000000000013,0.014039750000000007,0.021890500000000004,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,warm_start_bandit,warm-start bandit,0.007270000000000004,0.0037197500000000026,0.010920000000000003,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,linucb_honest,LinUCB,0.52544,0.5215500000000002,0.5294899999999999,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,declared_argmax,declared argmax,0.08403000000000004,0.07895975000000005,0.08936100000000005,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,verify_on_claim,verify on claim,0.06465000000000004,0.05953975000000003,0.06985150000000004,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,midian,MIDIAN,0.023270000000000016,0.019469500000000018,0.02708000000000001,100,win
bernoulli,shapes pooled,10000000,beta025_cartel,sequential_halving_peer,seq. halving (peer),-0.05952999999999993,-0.06288024999999994,-0.05611974999999994,100,loss
bernoulli,shapes pooled,10000000,beta025_random,flat_probe_argmax_online,flat probe argmax (online),0.016860000000000007,0.012669250000000003,0.02091399999999999,100,win
bernoulli,shapes pooled,10000000,beta025_random,warm_start_bandit,warm-start bandit,-0.01802999999999999,-0.021940749999999988,-0.014219499999999987,100,loss
bernoulli,shapes pooled,10000000,beta025_random,linucb_honest,LinUCB,0.5244,0.5201895000000001,0.52864025,100,win
bernoulli,shapes pooled,10000000,beta025_random,declared_argmax,declared argmax,0.030370000000000025,0.02413975000000002,0.03685000000000002,100,win
bernoulli,shapes pooled,10000000,beta025_random,verify_on_claim,verify on claim,0.0018400000000000105,-0.0034402499999999898,0.007140250000000003,100,tie
bernoulli,shapes pooled,10000000,beta025_random,midian,MIDIAN,0.021620000000000018,0.01742950000000001,0.025751000000000013,100,win
bernoulli,shapes pooled,10000000,beta025_random,sequential_halving_peer,seq. halving (peer),-0.05954999999999996,-0.06343024999999994,-0.05580874999999995,100,loss
bernoulli,shapes pooled,10000000,beta05_random,flat_probe_argmax_online,flat probe argmax (online),0.02487000000000001,0.020689750000000007,0.028920500000000005,100,win
bernoulli,shapes pooled,10000000,beta05_random,warm_start_bandit,warm-start bandit,-0.006739999999999991,-0.010850749999999985,-0.0026897499999999895,100,loss
bernoulli,shapes pooled,10000000,beta05_random,linucb_honest,LinUCB,0.53241,0.52810975,0.53682275,100,win
bernoulli,shapes pooled,10000000,beta05_random,declared_argmax,declared argmax,0.04551000000000003,0.03865850000000002,0.052710500000000035,100,win
bernoulli,shapes pooled,10000000,beta05_random,verify_on_claim,verify on claim,0.012860000000000005,0.007349749999999999,0.018660250000000014,100,win
bernoulli,shapes pooled,10000000,beta05_random,midian,MIDIAN,0.06690000000000004,0.06218000000000004,0.07160025000000003,100,win
bernoulli,shapes pooled,10000000,beta05_random,sequential_halving_peer,seq. halving (peer),-0.04825999999999994,-0.051690999999999945,-0.044709499999999944,100,loss
bernoulli,shapes pooled,10000000,cartel,flat_probe_argmax_online,flat probe argmax (online),0.025210000000000007,0.02095975000000001,0.029520250000000015,100,win
bernoulli,shapes pooled,10000000,cartel,warm_start_bandit,warm-start bandit,0.026340000000000013,0.02306000000000001,0.02979000000000001,100,win
bernoulli,shapes pooled,10000000,cartel,linucb_honest,LinUCB,0.5327500000000001,0.5282792500000001,0.53756025,100,win
bernoulli,shapes pooled,10000000,cartel,declared_argmax,declared argmax,0.07070000000000004,0.06491900000000005,0.07673025000000003,100,win
bernoulli,shapes pooled,10000000,cartel,verify_on_claim,verify on claim,0.04575000000000003,0.03970850000000002,0.05168025000000003,100,win
bernoulli,shapes pooled,10000000,cartel,midian,MIDIAN,0.07816000000000005,0.07220975000000004,0.08475075000000003,100,win
bernoulli,shapes pooled,10000000,cartel,sequential_halving_peer,seq. halving (peer),0.08646000000000002,0.08206975000000005,0.09081050000000004,100,win
live,bimodal,100,beta0,flat_probe_argmax_online,flat probe argmax (online),0.0028000000000000026,-0.004402499999999992,0.008099999999999996,10,tie
live,bimodal,100,beta0,warm_start_bandit,warm-start bandit,-0.016599999999999983,-0.024299999999999978,-0.009097499999999988,10,loss
live,bimodal,100,beta0,knn_router_online,KNN router (online),0.002400000000000002,-0.005199999999999982,0.01020000000000001,10,tie
live,bimodal,100,beta0,mlp_router,MLP router,-0.008799999999999985,-0.016802499999999946,-0.0012999999999999897,10,loss
live,bimodal,100,beta0,declared_argmax,declared argmax,-0.024433333333333286,-0.03146999999999998,-0.01823333333333328,10,loss
live,bimodal,100,beta0,midian,MIDIAN,0.00791666666666666,0.0008662500000000046,0.014417083333333343,10,win
live,bimodal,100,beta0,sequential_halving_peer,seq. halving (peer),-0.020799999999999964,-0.02859999999999996,-0.01419999999999998,10,loss
live,bimodal,100,beta01_random,flat_probe_argmax_online,flat probe argmax (online),-0.005199999999999982,-0.01509999999999997,0.0026000000000000354,10,tie
live,bimodal,100,beta01_random,warm_start_bandit,warm-start bandit,-0.013099999999999968,-0.022999999999999944,-0.004397499999999963,10,loss
live,bimodal,100,beta01_random,knn_router_online,KNN router (online),-0.005599999999999983,-0.013999999999999967,0.0008000000000000007,10,tie
live,bimodal,100,beta01_random,mlp_router,MLP router,-0.01679999999999997,-0.025999999999999968,-0.008897499999999989,10,loss
live,bimodal,100,beta01_random,declared_argmax,declared argmax,0.011166666666666703,-0.0033999999999999426,0.026776666666666643,10,tie
live,bimodal,100,beta01_random,midian,MIDIAN,0.001866666666666672,-0.008234583333333347,0.009733333333333339,10,tie
live,bimodal,100,beta01_random,sequential_halving_peer,seq. halving (peer),-0.028799999999999947,-0.03850249999999998,-0.019299999999999963,10,loss
live,bimodal,100,beta025_cartel,flat_probe_argmax_online,flat probe argmax (online),-0.0048999999999999825,-0.010199999999999987,0.0008000000000000229,10,tie
live,bimodal,100,beta025_cartel,warm_start_bandit,warm-start bandit,-0.0026999999999999915,-0.008899999999999996,0.005400000000000005,10,tie
live,bimodal,100,beta025_cartel,knn_router_online,KNN router (online),-0.005299999999999983,-0.010599999999999976,-0.0001999999999999999,10,loss
live,bimodal,100,beta025_cartel,mlp_router,MLP router,-0.01649999999999997,-0.021499999999999943,-0.010399999999999975,10,loss
live,bimodal,100,beta025_cartel,declared_argmax,declared argmax,0.04185000000000003,0.030000000000000027,0.05385125000000004,10,win
live,bimodal,100,beta025_cartel,midian,MIDIAN,0.03345000000000003,0.02400000000000002,0.04225000000000004,10,win
live,bimodal,100,beta025_cartel,sequential_halving_peer,seq. halving (peer),-0.025499999999999957,-0.033299999999999975,-0.01749999999999997,10,loss
live,bimodal,100,beta025_random,flat_probe_argmax_online,flat probe argmax (online),-0.003400000000000014,-0.01150000000000002,0.0031999999999999694,10,tie
live,bimodal,100,beta025_random,warm_start_bandit,warm-start bandit,-0.0039000000000000146,-0.011599999999999989,0.003599999999999981,10,tie
live,bimodal,100,beta025_random,knn_router_online,KNN router (online),-0.0038000000000000143,-0.01280250000000001,0.00649999999999995,10,tie
live,bimodal,100,beta025_random,mlp_router,MLP router,-0.015000000000000003,-0.02360250000000001,-0.006200000000000015,10,loss
live,bimodal,100,beta025_random,declared_argmax,declared argmax,0.0021666666666666614,-0.01373333333333333,0.017166666666666653,10,tie
live,bimodal,100,beta025_random,midian,MIDIAN,0.02146666666666665,0.012565416666666671,0.030550416666666635,10,win
live,bimodal,100,beta025_random,sequential_halving_peer,seq. halving (peer),-0.023999999999999976,-0.0356,-0.01499999999999999,10,loss
live,bimodal,100,beta05_random,flat_probe_argmax_online,flat probe argmax (online),0.003500000000000003,-0.004599999999999961,0.009999999999999976,10,tie
live,bimodal,100,beta05_random,warm_start_bandit,warm-start bandit,0.016199999999999992,0.004197499999999982,0.028700000000000014,10,win
live,bimodal,100,beta05_random,knn_router_online,KNN router (online),0.003100000000000003,-0.005499999999999994,0.011602499999999984,10,tie
live,bimodal,100,beta05_random,mlp_router,MLP router,-0.008099999999999986,-0.016199999999999957,-0.0007000000000000006,10,loss
live,bimodal,100,beta05_random,declared_argmax,declared argmax,0.00946666666666669,-0.006504999999999982,0.023269999999999996,10,tie
live,bimodal,100,beta05_random,midian,MIDIAN,0.038300000000000015,0.024497499999999995,0.05110250000000002,10,win
live,bimodal,100,beta05_random,sequential_halving_peer,seq. halving (peer),0.03810000000000002,0.013597500000000061,0.06360250000000002,10,win
live,bimodal,100,cartel,flat_probe_argmax_online,flat probe argmax (online),0.0016000000000000124,-0.0031024999999999794,0.006102500000000012,10,tie
live,bimodal,100,cartel,warm_start_bandit,warm-start bandit,0.011900000000000011,0.002300000000000002,0.022602500000000008,10,win
live,bimodal,100,cartel,knn_router_online,KNN router (online),0.0012000000000000123,-0.004899999999999971,0.007002500000000003,10,tie
live,bimodal,100,cartel,mlp_router,MLP router,-0.009999999999999976,-0.01579999999999996,-0.004297499999999996,10,loss
live,bimodal,100,cartel,declared_argmax,declared argmax,0.04836666666666671,0.037899166666666706,0.059100000000000055,10,win
live,bimodal,100,cartel,midian,MIDIAN,0.13113333333333338,0.09279333333333337,0.17210000000000006,10,win
live,bimodal,100,cartel,sequential_halving_peer,seq. halving (peer),0.27210000000000006,0.24029250000000002,0.3020025,10,win
live,bimodal,1000,beta0,flat_probe_argmax_online,flat probe argmax (online),-0.0032499999999999972,-0.010899999999999976,0.0036499999999999753,10,tie
live,bimodal,1000,beta0,warm_start_bandit,warm-start bandit,-0.023399999999999976,-0.030200000000000005,-0.016599999999999993,5,loss
live,bimodal,1000,beta0,linucb_honest,LinUCB,0.00229999999999998,-0.0029000000000000137,0.006999999999999951,10,tie
live,bimodal,1000,beta0,knn_router_online,KNN router (online),-0.0009999999999999898,-0.010302499999999975,0.007902499999999995,10,tie
live,bimodal,1000,beta0,mlp_router,MLP router,-0.01479999999999997,-0.021499999999999964,-0.008799999999999964,10,loss
live,bimodal,1000,beta0,declared_argmax,declared argmax,-0.025099999999999945,-0.03150249999999994,-0.01999999999999994,10,loss
live,bimodal,1000,beta0,verify_on_claim,verify on claim,-0.023599999999999954,-0.03179999999999994,-0.01639999999999999,5,loss
live,bimodal,1000,beta0,midian,MIDIAN,-0.00485000000000001,-0.012151249999999994,0.0012999999999999464,10,tie
live,bimodal,1000,beta0,sequential_halving_peer,seq. halving (peer),-0.024899999999999943,-0.03139999999999993,-0.019699999999999974,10,loss
live,bimodal,1000,beta01_random,flat_probe_argmax_online,flat probe argmax (online),-0.008099999999999986,-0.01590249999999999,-0.0004999999999999672,10,loss
live,bimodal,1000,beta01_random,warm_start_bandit,warm-start bandit,-0.03319999999999994,-0.04279999999999999,-0.02379999999999991,5,loss
live,bimodal,1000,beta01_random,linucb_honest,LinUCB,-0.004100000000000004,-0.009600000000000008,0.0009000000000000008,10,tie
live,bimodal,1000,beta01_random,knn_router_online,KNN router (online),-0.006199999999999972,-0.01759999999999997,0.005200000000000038,10,tie
live,bimodal,1000,beta01_random,mlp_router,MLP router,-0.019999999999999952,-0.02849999999999999,-0.012599999999999955,10,loss
live,bimodal,1000,beta01_random,declared_argmax,declared argmax,0.005100000000000026,-0.013904999999999968,0.020902500000000004,10,tie
live,bimodal,1000,beta01_random,verify_on_claim,verify on claim,-0.03619999999999992,-0.04659999999999993,-0.026399999999999913,5,loss
live,bimodal,1000,beta01_random,midian,MIDIAN,-0.005099999999999982,-0.01115124999999997,0.0013000000000000123,10,tie
live,bimodal,1000,beta01_random,sequential_halving_peer,seq. halving (peer),-0.030099999999999925,-0.03770499999999993,-0.023697499999999923,10,loss
live,bimodal,1000,beta025_cartel,flat_probe_argmax_online,flat probe argmax (online),-0.006200000000000016,-0.0152025,0.0023999999999999694,10,tie
live,bimodal,1000,beta025_cartel,warm_start_bandit,warm-start bandit,-0.02519999999999998,-0.03859999999999997,-0.010600000000000009,5,loss
live,bimodal,1000,beta025_cartel,linucb_honest,LinUCB,-0.001900000000000035,-0.008600000000000019,0.005002499999999924,10,tie
live,bimodal,1000,beta025_cartel,knn_router_online,KNN router (online),-0.004900000000000004,-0.015602500000000024,0.005999999999999994,10,tie
live,bimodal,1000,beta025_cartel,mlp_router,MLP router,-0.018699999999999984,-0.027002500000000013,-0.011099999999999999,10,loss
live,bimodal,1000,beta025_cartel,declared_argmax,declared argmax,0.04519999999999998,0.026180000000000012,0.06439999999999997,5,win
live,bimodal,1000,beta025_cartel,verify_on_claim,verify on claim,0.014199999999999968,0.0026000000000000025,0.025799999999999934,5,win
live,bimodal,1000,beta025_cartel,midian,MIDIAN,0.020699999999999986,0.01249749999999999,0.029102499999999944,10,win
live,bimodal,1000,beta025_cartel,sequential_halving_peer,seq. halving (peer),-0.02469999999999999,-0.03079999999999996,-0.019200000000000016,10,loss
live,bimodal,1000,beta025_random,flat_probe_argmax_online,flat probe argmax (online),-0.012499999999999989,-0.018302499999999982,-0.007099999999999984,10,loss
live,bimodal,1000,beta025_random,warm_start_bandit,warm-start bandit,-0.032199999999999965,-0.03939999999999999,-0.023399999999999976,5,loss
live,bimodal,1000,beta025_random,linucb_honest,LinUCB,-0.007500000000000007,-0.01170000000000001,-0.0036975000000000167,10,loss
live,bimodal,1000,beta025_random,knn_router_online,KNN router (online),-0.010499999999999976,-0.01990249999999995,-0.0013999999999999902,10,loss
live,bimodal,1000,beta025_random,mlp_router,MLP router,-0.024299999999999954,-0.03229999999999994,-0.016099999999999958,10,loss
live,bimodal,1000,beta025_random,declared_argmax,declared argmax,0.005400000000000016,-0.008502499999999974,0.014700000000000013,10,tie
live,bimodal,1000,beta025_random,verify_on_claim,verify on claim,-0.03719999999999992,-0.044399999999999926,-0.030799999999999918,5,loss
live,bimodal,1000,beta025_random,midian,MIDIAN,-0.0011499999999999954,-0.008252499999999989,0.004500000000000004,10,tie
live,bimodal,1000,beta025_random,sequential_halving_peer,seq. halving (peer),-0.03299999999999995,-0.03859999999999995,-0.028299999999999957,10,loss
live,bimodal,1000,beta05_random,flat_probe_argmax_online,flat probe argmax (online),-0.004500000000000004,-0.01309999999999999,0.004202499999999989,10,tie
live,bimodal,1000,beta05_random,warm_start_bandit,warm-start bandit,-0.022799999999999997,-0.03539999999999999,-0.007795000000000034,5,loss
live,bimodal,1000,beta05_random,linucb_honest,LinUCB,0.0007999999999999785,-0.006100000000000006,0.007799999999999962,10,tie
live,bimodal,1000,beta05_random,knn_router_online,KNN router (online),-0.0026999999999999915,-0.013399999999999978,0.008104999999999979,10,tie
live,bimodal,1000,beta05_random,mlp_router,MLP router,-0.01649999999999997,-0.024699999999999944,-0.009297499999999934,10,loss
live,bimodal,1000,beta05_random,declared_argmax,declared argmax,0.009200000000000009,-0.007002499999999983,0.023899999999999977,10,tie
live,bimodal,1000,beta05_random,verify_on_claim,verify on claim,-0.030399999999999962,-0.041999999999999926,-0.017399999999999992,5,loss
live,bimodal,1000,beta05_random,midian,MIDIAN,0.026699999999999984,0.013398749999999978,0.041151249999999986,10,win
live,bimodal,1000,beta05_random,sequential_halving_peer,seq. halving (peer),0.0024000000000000132,-0.014502499999999979,0.01970249999999999,10,tie
live,bimodal,1000,cartel,flat_probe_argmax_online,flat probe argmax (online),-0.006200000000000006,-0.01419999999999999,0.0015999999999999793,10,tie
live,bimodal,1000,cartel,warm_start_bandit,warm-start bandit,-0.012999999999999989,-0.020599999999999972,-0.005400000000000005,5,loss
live,bimodal,1000,cartel,linucb_honest,LinUCB,-0.002100000000000024,-0.009602500000000019,0.00539999999999996,10,tie
live,bimodal,1000,cartel,knn_router_online,KNN router (online),-0.004599999999999993,-0.01369999999999998,0.004399999999999972,10,tie
live,bimodal,1000,cartel,mlp_router,MLP router,-0.018399999999999972,-0.025399999999999957,-0.011499999999999988,10,loss
live,bimodal,1000,cartel,declared_argmax,declared argmax,0.05170000000000001,0.04180000000000004,0.06160250000000001,10,win
live,bimodal,1000,cartel,verify_on_claim,verify on claim,0.03199999999999999,0.021799999999999996,0.04459999999999995,5,win
live,bimodal,1000,cartel,midian,MIDIAN,0.0819,0.07084875000000002,0.09470000000000002,10,win
live,bimodal,1000,cartel,sequential_halving_peer,seq. halving (peer),0.2666,0.24330000000000002,0.28890000000000005,10,win
live,heavy_tail,100,beta0,flat_probe_argmax_online,flat probe argmax (online),-0.0037000000000000145,-0.019200000000000016,0.011902499999999976,10,tie
live,heavy_tail,100,beta0,warm_start_bandit,warm-start bandit,-0.008200000000000018,-0.02400250000000002,0.006102499999999992,10,tie
live,heavy_tail,100,beta0,knn_router_online,KNN router (online),0.0534,0.0388975,0.06799999999999999,10,win
live,heavy_tail,100,beta0,mlp_router,MLP router,-0.0013000000000000123,-0.021200000000000007,0.017199999999999993,10,tie
live,heavy_tail,100,beta0,declared_argmax,declared argmax,0.024050000000000005,-0.003699999999999993,0.05010125000000001,10,tie
live,heavy_tail,100,beta0,midian,MIDIAN,0.004333333333333323,-0.010667500000000014,0.018667499999999983,10,tie
live,heavy_tail,100,beta0,sequential_halving_peer,seq. halving (peer),-0.044299999999999985,-0.06230499999999998,-0.02649999999999998,10,loss
live,heavy_tail,100,beta01_random,flat_probe_argmax_online,flat probe argmax (online),-0.02320000000000002,-0.03340000000000003,-0.013700000000000013,10,loss
live,heavy_tail,100,beta01_random,warm_start_bandit,warm-start bandit,-0.01260000000000001,-0.02210000000000002,-0.0033975000000000164,10,loss
live,heavy_tail,100,beta01_random,knn_router_online,KNN router (online),0.0339,0.02049750000000002,0.04789999999999998,10,win
live,heavy_tail,100,beta01_random,mlp_router,MLP router,-0.02080000000000002,-0.03660250000000001,-0.006697500000000064,10,loss
live,heavy_tail,100,beta01_random,declared_argmax,declared argmax,0.028549999999999992,0.0036987499999999703,0.059800000000000006,10,win
live,heavy_tail,100,beta01_random,midian,MIDIAN,-0.010516666666666674,-0.018284166666666685,-0.0023816666666666795,10,loss
live,heavy_tail,100,beta01_random,sequential_halving_peer,seq. halving (peer),-0.06459999999999999,-0.07719999999999996,-0.05209749999999999,10,loss
live,heavy_tail,100,beta025_cartel,flat_probe_argmax_online,flat probe argmax (online),-0.009000000000000008,-0.020402500000000018,0.0029000000000000024,10,tie
live,heavy_tail,100,beta025_cartel,warm_start_bandit,warm-start bandit,0.018100000000000005,0.004400000000000004,0.032399999999999984,10,win
live,heavy_tail,100,beta025_cartel,knn_router_online,KNN router (online),0.04810000000000001,0.035497499999999994,0.06070500000000002,10,win
live,heavy_tail,100,beta025_cartel,mlp_router,MLP router,-0.006600000000000006,-0.02390500000000001,0.009099999999999974,10,tie
live,heavy_tail,100,beta025_cartel,declared_argmax,declared argmax,0.10270000000000001,0.0782975,0.126305,10,win
live,heavy_tail,100,beta025_cartel,midian,MIDIAN,0.02865000000000002,0.013349999999999983,0.04245125000000004,10,win
live,heavy_tail,100,beta025_cartel,sequential_halving_peer,seq. halving (peer),-0.044699999999999976,-0.055802499999999984,-0.032397499999999975,10,loss
live,heavy_tail,100,beta025_random,flat_probe_argmax_online,flat probe argmax (online),-0.018900000000000007,-0.033105,-0.005397500000000019,10,loss
live,heavy_tail,100,beta025_random,warm_start_bandit,warm-start bandit,0.0024000000000000132,-0.012002499999999977,0.017800000000000017,10,tie
live,heavy_tail,100,beta025_random,knn_router_online,KNN router (online),0.03820000000000001,0.022897499999999998,0.05270000000000001,10,win
live,heavy_tail,100,beta025_random,mlp_router,MLP router,-0.016500000000000004,-0.0352025,-0.0004000000000000001,10,loss
live,heavy_tail,100,beta025_random,declared_argmax,declared argmax,0.0613,0.03269500000000001,0.09000249999999999,10,win
live,heavy_tail,100,beta025_random,midian,MIDIAN,0.011083333333333356,-0.0036016666666666263,0.023850416666666693,10,tie
live,heavy_tail,100,beta025_random,sequential_halving_peer,seq. halving (peer),-0.058499999999999976,-0.07520499999999997,-0.04199749999999996,10,loss
live,heavy_tail,100,beta05_random,flat_probe_argmax_online,flat probe argmax (online),-0.005100000000000016,-0.019600000000000017,0.008902499999999973,10,tie
live,heavy_tail,100,beta05_random,warm_start_bandit,warm-start bandit,0.0324,0.020299999999999995,0.043502500000000006,10,win
live,heavy_tail,100,beta05_random,knn_router_online,KNN router (online),0.052000000000000005,0.038495,0.06510249999999998,10,win
live,heavy_tail,100,beta05_random,mlp_router,MLP router,-0.0027000000000000136,-0.021402499999999984,0.014299999999999969,10,tie
live,heavy_tail,100,beta05_random,declared_argmax,declared argmax,0.08134999999999998,0.050649999999999994,0.1127149999999999,10,win
live,heavy_tail,100,beta05_random,midian,MIDIAN,0.05718333333333333,0.02969666666666667,0.09161791666666666,10,win
live,heavy_tail,100,beta05_random,sequential_halving_peer,seq. halving (peer),0.0648,0.03199500000000001,0.10270499999999999,10,win
live,heavy_tail,100,cartel,flat_probe_argmax_online,flat probe argmax (online),-0.0014000000000000013,-0.015300000000000013,0.01080000000000001,10,tie
live,heavy_tail,100,cartel,warm_start_bandit,warm-start bandit,0.04560000000000003,0.031100000000000017,0.05880250000000004,10,win
live,heavy_tail,100,cartel,knn_router_online,KNN router (online),0.05570000000000001,0.0416975,0.06850250000000002,10,win
live,heavy_tail,100,cartel,mlp_router,MLP router,0.0010000000000000009,-0.017699999999999983,0.0169025,10,tie
live,heavy_tail,100,cartel,declared_argmax,declared argmax,0.1133,0.09220000000000003,0.13560000000000003,10,win
live,heavy_tail,100,cartel,midian,MIDIAN,0.19956666666666667,0.16829250000000004,0.24210000000000004,10,win
live,heavy_tail,100,cartel,sequential_halving_peer,seq. halving (peer),0.35940000000000005,0.33379749999999997,0.3854025,10,win
live,heavy_tail,1000,beta0,flat_probe_argmax_online,flat probe argmax (online),0.026049999999999962,0.020549999999999968,0.032001249999999946,10,win
live,heavy_tail,1000,beta0,warm_start_bandit,warm-start bandit,-0.01739999999999997,-0.023199999999999953,-0.008600000000000007,5,loss
live,heavy_tail,1000,beta0,linucb_honest,LinUCB,0.045999999999999985,0.03699999999999996,0.0560025,10,win
live,heavy_tail,1000,beta0,knn_router_online,KNN router (online),0.04249999999999998,0.030000000000000006,0.055899999999999964,10,win
live,heavy_tail,1000,beta0,mlp_router,MLP router,0.045499999999999985,0.03670000000000001,0.05379999999999997,10,win
live,heavy_tail,1000,beta0,declared_argmax,declared argmax,0.07320000000000002,0.04410000000000003,0.099805,10,win
live,heavy_tail,1000,beta0,verify_on_claim,verify on claim,0.01479999999999999,0.0028000000000000026,0.02679999999999998,5,win
live,heavy_tail,1000,beta0,midian,MIDIAN,0.02856666666666665,0.019947916666666645,0.03665041666666668,10,win
live,heavy_tail,1000,beta0,sequential_halving_peer,seq. halving (peer),-0.043799999999999985,-0.049199999999999966,-0.03909999999999999,10,loss
live,heavy_tail,1000,beta01_random,flat_probe_argmax_online,flat probe argmax (online),0.011899999999999999,0.002200000000000002,0.02130249999999996,10,win
live,heavy_tail,1000,beta01_random,warm_start_bandit,warm-start bandit,-0.02179999999999993,-0.029799999999999917,-0.01639999999999995,5,loss
live,heavy_tail,1000,beta01_random,linucb_honest,LinUCB,0.030100000000000016,0.019300000000000005,0.040400000000000026,10,win
live,heavy_tail,1000,beta01_random,knn_router_online,KNN router (online),0.027800000000000012,0.013300000000000001,0.043599999999999986,10,win
live,heavy_tail,1000,beta01_random,mlp_router,MLP router,0.030800000000000015,0.024400000000000022,0.037400000000000024,10,win
live,heavy_tail,1000,beta01_random,declared_argmax,declared argmax,0.08840000000000002,0.05119750000000001,0.12571,10,win
live,heavy_tail,1000,beta01_random,verify_on_claim,verify on claim,0.005400000000000005,-0.0031999999999999806,0.013999999999999947,5,tie
live,heavy_tail,1000,beta01_random,midian,MIDIAN,0.018000000000000016,0.008200000000000018,0.026251250000000045,10,win
live,heavy_tail,1000,beta01_random,sequential_halving_peer,seq. halving (peer),-0.05879999999999995,-0.06449999999999993,-0.05259749999999994,10,loss
live,heavy_tail,1000,beta025_cartel,flat_probe_argmax_online,flat probe argmax (online),0.00824999999999998,-0.0018512500000000076,0.01950499999999997,10,tie
live,heavy_tail,1000,beta025_cartel,warm_start_bandit,warm-start bandit,-0.021599999999999953,-0.028999999999999936,-0.015599999999999992,5,loss
live,heavy_tail,1000,beta025_cartel,linucb_honest,LinUCB,0.026700000000000012,0.015200000000000014,0.038400000000000004,10,win
live,heavy_tail,1000,beta025_cartel,knn_router_online,KNN router (online),0.02470000000000001,0.009799999999999998,0.04300000000000002,10,win
live,heavy_tail,1000,beta025_cartel,mlp_router,MLP router,0.027700000000000013,0.02260000000000001,0.03270000000000001,10,win
live,heavy_tail,1000,beta025_cartel,declared_argmax,declared argmax,0.1562,0.1326,0.17840000000000003,5,win
live,heavy_tail,1000,beta025_cartel,verify_on_claim,verify on claim,-0.0027999999999999805,-0.023399999999999956,0.019400000000000018,5,tie
live,heavy_tail,1000,beta025_cartel,midian,MIDIAN,0.052600000000000036,0.04420000000000003,0.06150250000000004,10,win
live,heavy_tail,1000,beta025_cartel,sequential_halving_peer,seq. halving (peer),-0.05099999999999995,-0.05969999999999994,-0.040697499999999935,10,loss
live,heavy_tail,1000,beta025_random,flat_probe_argmax_online,flat probe argmax (online),0.0015499999999999737,-0.008450000000000023,0.011599999999999966,10,tie
live,heavy_tail,1000,beta025_random,warm_start_bandit,warm-start bandit,-0.03059999999999998,-0.04479999999999997,-0.015400000000000014,5,loss
live,heavy_tail,1000,beta025_random,linucb_honest,LinUCB,0.02040000000000001,0.009897499999999998,0.030402500000000013,10,win
