panel,series,n,source,mean,ci_lo,ci_hi,units,seeds,grid
"RouterEval real LLM pools, β = 0",flat probe argmax (online),5000,real pools,0.6211111111111111,0.5866666666666667,0.6466666666666666,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0",RouterBench KNN router,10,real pools,0.5559999999999999,0.5411999999999999,0.5696666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",RouterBench KNN router,100,real pools,0.47513333333333335,0.4684666666666667,0.48180000000000006,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",RouterBench KNN router,1000,real pools,0.3796666666666667,0.3753333333333334,0.38426666666666665,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",RouterBench KNN router,5000,real pools,0.6088888888888889,0.58,0.64,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0",random,10,real pools,0.5411333333333334,0.5359999999999999,0.5462666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",random,100,real pools,0.5381999999999999,0.5330000000000001,0.5434,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",random,1000,real pools,0.5045999999999999,0.5000666666666668,0.5088666666666666,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0",random,5000,real pools,0.5499999999999999,0.5333333333333333,0.56,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",oracle,10,real pools,0.6657333333333334,0.6596,0.6727999999999998,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",oracle,100,real pools,0.6685333333333335,0.6558666666666666,0.6793333333333335,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",oracle,1000,real pools,0.7468666666666668,0.7377333333333335,0.756,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",oracle,5000,real pools,0.9022222222222221,0.8966666666666666,0.91,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",seq. halving (peer),10,real pools,0.5452,0.5396,0.5510666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",seq. halving (peer),100,real pools,0.5209333333333334,0.5124000000000001,0.5294666666666668,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",seq. halving (peer),1000,real pools,0.4825333333333333,0.4734,0.49326666666666663,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",seq. halving (peer),5000,real pools,0.5644444444444444,0.5466666666666666,0.58,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",declared argmax,10,real pools,0.5619333333333334,0.5487333333333333,0.5751333333333333,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",declared argmax,100,real pools,0.5363333333333333,0.5269333333333334,0.5428666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",declared argmax,1000,real pools,0.46959999999999996,0.46073333333333333,0.47733333333333333,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",declared argmax,5000,real pools,0.6144444444444445,0.57,0.6466666666666666,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",warm-start bandit,10,real pools,0.6188,0.6142,0.6244,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",warm-start bandit,100,real pools,0.5627333333333334,0.557,0.5663333333333334,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",warm-start bandit,1000,real pools,0.5157333333333334,0.5101333333333333,0.5213333333333334,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",warm-start bandit,5000,real pools,0.6344444444444445,0.6033333333333334,0.6766666666666666,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-VA,10,real pools,0.6290666666666668,0.6187333333333334,0.6364,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-VA,100,real pools,0.5904,0.5846666666666668,0.5965333333333334,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-VA,1000,real pools,0.6069999999999999,0.5937333333333334,0.6199999999999999,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-VA,5000,real pools,0.71,0.6666666666666666,0.7333333333333333,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-V,10,real pools,0.5823333333333333,0.5729333333333333,0.5924,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-V,100,real pools,0.5616666666666666,0.5523333333333332,0.5735333333333333,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-V,1000,real pools,0.5246666666666667,0.5203333333333333,0.5294,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN-V,5000,real pools,0.5422222222222222,0.51,0.58,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN,10,real pools,0.576,0.5665333333333333,0.5850666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN,100,real pools,0.5634666666666667,0.5563983333333334,0.5720666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN,1000,real pools,0.5312666666666667,0.5217299999999999,0.5404666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",MIDIAN,5000,real pools,0.5988888888888888,0.5833333333333334,0.6233333333333333,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench MLP router,10,real pools,0.6489999999999999,0.6424,0.6558666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench MLP router,100,real pools,0.6272,0.6185333333333334,0.6406666666666666,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench MLP router,1000,real pools,0.6198,0.6021333333333334,0.6374666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",flat probe argmax (online),10,real pools,0.6487333333333335,0.642,0.6549999999999999,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",flat probe argmax (online),100,real pools,0.5781333333333333,0.5704666666666667,0.5858,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",flat probe argmax (online),1000,real pools,0.5032000000000001,0.4968000000000001,0.5089333333333333,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",flat probe argmax (online),5000,real pools,0.6211111111111111,0.5866666666666667,0.6466666666666666,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench KNN router,10,real pools,0.5559999999999999,0.5411999999999999,0.5696666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench KNN router,100,real pools,0.47513333333333335,0.4684666666666667,0.48180000000000006,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench KNN router,1000,real pools,0.3796666666666667,0.3753333333333334,0.38426666666666665,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",RouterBench KNN router,5000,real pools,0.6088888888888889,0.58,0.64,3,3,routereval_mmlu5k
"RouterEval real LLM pools, β = 0.5 low-skill cartel",random,10,real pools,0.5411333333333334,0.5359999999999999,0.5462666666666667,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",random,100,real pools,0.5381999999999999,0.5330000000000001,0.5434,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",random,1000,real pools,0.5045999999999999,0.5000666666666668,0.5088666666666666,15,5,routereval_mmlu
"RouterEval real LLM pools, β = 0.5 low-skill cartel",random,5000,real pools,0.5499999999999999,0.5333333333333333,0.56,3,3,routereval_mmlu5k
