family,regime,group,n,label,mean,ci_lo,ci_hi,seeds
replay,beta0,all shapes pooled,100,midian_wo_audit_r5,0.698832,0.6976941416666668,0.7000379666666666,1000
replay,beta0,all shapes pooled,100000,midian_wo_audit_r5,0.7597299999999999,0.75799625,0.7614983333333334,200
replay,beta0,all shapes pooled,1000,midian_wo_defenses,0.7042236666666666,0.7033166416666666,0.7051618416666667,1000
replay,beta0,all shapes pooled,1000000,midian_wo_defenses,0.70373,0.7007899166666665,0.70665375,100
replay,beta0,all shapes pooled,10,midian_wo_defenses,0.454714,0.4476309333333333,0.4619417833333333,1000
replay,beta0,all shapes pooled,10000,midian_wo_defenses,0.7059673333333334,0.7050311,0.7068913583333333,1000
replay,beta0,all shapes pooled,100,midian_wo_defenses,0.6828456666666668,0.6817626749999999,0.6840168083333332,1000
replay,beta0,all shapes pooled,100000,midian_wo_defenses,0.7069766666666666,0.7051,0.7089750833333335,200
replay,beta0,all shapes pooled,1000,midian_wo_verify,0.7042230000000002,0.7033059833333333,0.7051648083333333,1000
replay,beta0,all shapes pooled,1000000,midian_wo_verify,0.70373,0.7007899166666665,0.70665375,100
replay,beta0,all shapes pooled,10,midian_wo_verify,0.4547163333333333,0.4476069,0.4619031166666666,1000
replay,beta0,all shapes pooled,10000,midian_wo_verify,0.7059743333333334,0.7050369750000001,0.7068942166666667,1000
replay,beta0,all shapes pooled,100,midian_wo_verify,0.6828676666666667,0.6817864833333334,0.6840317,1000
replay,beta0,all shapes pooled,100000,midian_wo_verify,0.7069916666666667,0.7051182083333333,0.7089851250000001,200
replay,beta0,all shapes pooled,1000,oracle,0.7893856666666665,0.788595,0.7901718000000001,1000
replay,beta0,all shapes pooled,1000000,oracle,0.7900366666666667,0.7873629166666666,0.7926500833333335,100
replay,beta0,all shapes pooled,10,oracle,0.4869886666666666,0.4796474583333333,0.4941553666666667,1000
replay,beta0,all shapes pooled,10000,oracle,0.7899286666666667,0.78915225,0.7907204250000001,1000
replay,beta0,all shapes pooled,100,oracle,0.7517786666666667,0.750797925,0.7528240333333334,1000
replay,beta0,all shapes pooled,100000,oracle,0.7908616666666668,0.789138125,0.792625,200
replay,beta0,all shapes pooled,1000,random,0.1915596666666666,0.1910175916666666,0.1921287833333333,1000
replay,beta0,all shapes pooled,1000000,random,0.1913066666666666,0.1897425833333333,0.1929938333333333,100
replay,beta0,all shapes pooled,10,random,0.1920706666666666,0.1897382083333333,0.194226075,1000
replay,beta0,all shapes pooled,10000,random,0.1918383333333333,0.1913428999999999,0.1923624,1000
replay,beta0,all shapes pooled,100,random,0.1923659999999999,0.1915739916666666,0.1932392083333333,1000
replay,beta0,all shapes pooled,100000,random,0.1918833333333333,0.1908133333333333,0.1930252499999999,200
replay,beta0,all shapes pooled,1000,referral_network,0.4153966666666667,0.41457465,0.4162198333333333,1000
replay,beta0,all shapes pooled,1000000,referral_network,0.4165533333333334,0.41471325,0.4184578333333333,100
replay,beta0,all shapes pooled,10,referral_network,0.3541883333333333,0.3488518499999999,0.3597253833333333,1000
replay,beta0,all shapes pooled,10000,referral_network,0.4168863333333333,0.4162719583333333,0.4175131416666667,1000
replay,beta0,all shapes pooled,100,referral_network,0.408756,0.406962275,0.4105971666666667,1000
replay,beta0,all shapes pooled,100000,referral_network,0.4168616666666666,0.415439625,0.4183235,200
replay,beta0,all shapes pooled,1000,route_to_k_majority,0.7843346666666666,0.7835355583333333,0.785114675,1000
replay,beta0,all shapes pooled,1000000,route_to_k_majority,0.7895500000000001,0.7868697499999999,0.7921433333333333,100
replay,beta0,all shapes pooled,10,route_to_k_majority,0.3183733333333333,0.311394375,0.3254494083333333,1000
replay,beta0,all shapes pooled,10000,route_to_k_majority,0.7889656666666667,0.7881978416666667,0.7897343666666667,1000
replay,beta0,all shapes pooled,100,route_to_k_majority,0.7041093333333334,0.7028595666666667,0.7054822916666666,1000
replay,beta0,all shapes pooled,100000,route_to_k_majority,0.7902516666666668,0.7885266249999999,0.7920217500000002,200
replay,beta0,all shapes pooled,1000,sequential_halving_peer,0.784592,0.7838069916666667,0.7853997083333334,1000
replay,beta0,all shapes pooled,1000000,sequential_halving_peer,0.7900366666666667,0.7873629166666666,0.7926500833333335,100
replay,beta0,all shapes pooled,10,sequential_halving_peer,0.433034,0.4260781083333333,0.4400227083333333,1000
replay,beta0,all shapes pooled,10000,sequential_halving_peer,0.78978,0.7889939166666666,0.7905655916666666,1000
replay,beta0,all shapes pooled,100,sequential_halving_peer,0.7120556666666666,0.710927225,0.7132390166666668,1000
replay,beta0,all shapes pooled,100000,sequential_halving_peer,0.7908616666666668,0.789138125,0.792625,200
replay,beta0,all shapes pooled,1000,thompson_per_family,0.6723999999999999,0.6716366583333334,0.6731467250000001,1000
replay,beta0,all shapes pooled,1000000,thompson_per_family,0.6818400000000001,0.6796966666666668,0.6841571666666668,100
replay,beta0,all shapes pooled,10,thompson_per_family,0.4123136666666667,0.405799575,0.4190217833333333,1000
replay,beta0,all shapes pooled,10000,thompson_per_family,0.6811636666666666,0.680392925,0.6819010000000001,1000
replay,beta0,all shapes pooled,100,thompson_per_family,0.6046763333333334,0.6035434333333334,0.6058463333333333,1000
replay,beta0,all shapes pooled,100000,thompson_per_family,0.68316,0.6816850000000001,0.684645375,200
replay,beta0,all shapes pooled,1000,trueskill_per_family,0.654811,0.6539275,0.6557460416666665,1000
replay,beta0,all shapes pooled,10,trueskill_per_family,0.4080013333333334,0.401475975,0.4144318333333333,1000
replay,beta0,all shapes pooled,10000,trueskill_per_family,0.657811,0.6568992499999999,0.6587090083333335,1000
replay,beta0,all shapes pooled,100,trueskill_per_family,0.6271009999999999,0.6258774083333335,0.6283071,1000
replay,beta0,all shapes pooled,1000,ucb_per_family,0.6773583333333334,0.6765875333333333,0.6781577083333334,1000
replay,beta0,all shapes pooled,1000000,ucb_per_family,0.6828133333333333,0.6805564166666667,0.68511675,100
replay,beta0,all shapes pooled,10,ucb_per_family,0.3813796666666667,0.3755044916666666,0.387481975,1000
replay,beta0,all shapes pooled,10000,ucb_per_family,0.6814756666666666,0.6807102083333333,0.6822783583333333,1000
replay,beta0,all shapes pooled,100,ucb_per_family,0.6054686666666667,0.6043347833333332,0.6065533833333333,1000
replay,beta0,all shapes pooled,100000,ucb_per_family,0.6839316666666667,0.6824495416666667,0.6855435833333333,200
replay,beta0,all shapes pooled,1000,verify_on_claim,0.7838276666666667,0.7830626083333333,0.784616675,1000
replay,beta0,all shapes pooled,1000000,verify_on_claim,0.7884266666666667,0.7857199166666664,0.7910735,100
replay,beta0,all shapes pooled,10,verify_on_claim,0.4357003333333333,0.4295836666666667,0.442151025,1000
replay,beta0,all shapes pooled,10000,verify_on_claim,0.7879893333333333,0.7872339916666666,0.788766675,1000
replay,beta0,all shapes pooled,100,verify_on_claim,0.7289536666666666,0.7278419833333333,0.7300790749999999,1000
replay,beta0,all shapes pooled,100000,verify_on_claim,0.7894383333333334,0.7877415416666668,0.7911952916666667,200
replay,beta0,all shapes pooled,1000,warm_start_bandit,0.7589756666666667,0.7581783083333334,0.7597935083333334,1000
replay,beta0,all shapes pooled,1000000,warm_start_bandit,0.78592,0.7833200000000001,0.7884399999999999,100
replay,beta0,all shapes pooled,10,warm_start_bandit,0.4648763333333333,0.4576687416666667,0.4721054666666666,1000
replay,beta0,all shapes pooled,10000,warm_start_bandit,0.7782256666666667,0.7774239416666667,0.778991675,1000
replay,beta0,all shapes pooled,100,warm_start_bandit,0.7076490000000001,0.706560225,0.7087704416666667,1000
replay,beta0,all shapes pooled,100000,warm_start_bandit,0.7848483333333334,0.7831913333333332,0.786560125,200
replay,beta025_random,all shapes pooled,1000,cluster_head_router,0.7152803333333334,0.714051925,0.7164262583333333,1000
replay,beta025_random,all shapes pooled,1000000,cluster_head_router,0.72475,0.7213866666666668,0.7284268333333332,100
replay,beta025_random,all shapes pooled,10,cluster_head_router,0.444734,0.4374346249999999,0.4521480083333333,1000
replay,beta025_random,all shapes pooled,10000,cluster_head_router,0.7232323333333334,0.7221335666666666,0.7243875166666667,1000
replay,beta025_random,all shapes pooled,100,cluster_head_router,0.6197843333333334,0.6179736666666668,0.6215802500000001,1000
replay,beta025_random,all shapes pooled,100000,cluster_head_router,0.7243449999999999,0.7221179583333334,0.7267385000000001,200
replay,beta025_random,all shapes pooled,1000,cnp_self_bid,0.7152719999999999,0.71447965,0.7160467083333333,1000
replay,beta025_random,all shapes pooled,1000000,cnp_self_bid,0.7222,0.7198731666666667,0.7245600833333335,100
replay,beta025_random,all shapes pooled,10,cnp_self_bid,0.444046,0.43680335,0.4513991333333333,1000
replay,beta025_random,all shapes pooled,10000,cnp_self_bid,0.7210793333333334,0.7203373083333334,0.721817675,1000
replay,beta025_random,all shapes pooled,100,cnp_self_bid,0.6816399999999999,0.6804395583333334,0.6828654166666667,1000
replay,beta025_random,all shapes pooled,100000,cnp_self_bid,0.7221316666666666,0.7204716250000001,0.7237434583333334,200
replay,beta025_random,all shapes pooled,1000,declared_argmax,0.7176566666666666,0.7165842,0.7186940666666667,1000
replay,beta025_random,all shapes pooled,1000000,declared_argmax,0.7235133333333332,0.7200532499999999,0.7272241666666669,100
replay,beta025_random,all shapes pooled,10,declared_argmax,0.4446696666666667,0.4374262166666667,0.4520240083333333,1000
replay,beta025_random,all shapes pooled,10000,declared_argmax,0.7223613333333333,0.7213542166666667,0.7234363666666667,1000
replay,beta025_random,all shapes pooled,100,declared_argmax,0.6842706666666666,0.6828578833333334,0.6858013666666667,1000
replay,beta025_random,all shapes pooled,100000,declared_argmax,0.7245333333333334,0.7222982916666666,0.7266784583333333,200
replay,beta025_random,all shapes pooled,1000,declared_softmax,0.6510356666666667,0.6502372249999999,0.6518001166666666,1000
replay,beta025_random,all shapes pooled,1000000,declared_softmax,0.65352,0.6513131666666666,0.6558300833333335,100
replay,beta025_random,all shapes pooled,10,declared_softmax,0.4286226666666666,0.4217210999999999,0.4356439916666667,1000
replay,beta025_random,all shapes pooled,10000,declared_softmax,0.653717,0.6529681916666668,0.654487025,1000
replay,beta025_random,all shapes pooled,100,declared_softmax,0.6184630000000001,0.6173321249999999,0.6196504166666666,1000
replay,beta025_random,all shapes pooled,100000,declared_softmax,0.6554099999999999,0.6539482083333333,0.6569617916666667,200
replay,beta025_random,all shapes pooled,1000,disrouter_cascade,0.6068103333333333,0.6059278416666667,0.6076744083333334,1000
replay,beta025_random,all shapes pooled,1000000,disrouter_cascade,0.5970266666666667,0.5945396666666666,0.5995466666666666,100
replay,beta025_random,all shapes pooled,10,disrouter_cascade,0.4387573333333333,0.43195135,0.445721375,1000
replay,beta025_random,all shapes pooled,10000,disrouter_cascade,0.5940843333333333,0.5932766583333333,0.5949044166666667,1000
replay,beta025_random,all shapes pooled,100,disrouter_cascade,0.635894,0.6348113166666666,0.6369413666666666,1000
replay,beta025_random,all shapes pooled,100000,disrouter_cascade,0.5982333333333334,0.5964664583333333,0.599936875,200
