el,x,y,w,key,cartel,b,z,x1,text
bar,-0.3992857142857143,0.9896907216494847,0.05835714285714286,midian,False,5.0,2.0,,
bar,-0.3992857142857143,0.9690721649484538,0.05835714285714286,midian,False,3.0,3.0,,
bar,-0.3992857142857143,0.7422680412371135,0.05835714285714286,midian,False,1.0,4.0,,
bar,-0.33785714285714286,0.9884020618556703,0.05835714285714286,midian,True,5.0,2.0,,
bar,-0.33785714285714286,0.9600515463917527,0.05835714285714286,midian,True,3.0,3.0,,
bar,-0.33785714285714286,0.7164948453608249,0.05835714285714286,midian,True,1.0,4.0,,
bar,-0.2764285714285714,0.8724226804123713,0.05835714285714286,midian_wo_defenses,False,3.0,2.0,,
bar,-0.215,0.8182989690721651,0.05835714285714286,midian_wo_defenses,True,3.0,2.0,,
bar,-0.15357142857142858,0.8685567010309279,0.05835714285714286,flat_probe_argmax_online,False,3.0,2.0,,
bar,-0.09214285714285714,0.8685567010309279,0.05835714285714286,flat_probe_argmax_online,True,3.0,2.0,,
bar,-0.030714285714285715,0.859536082474227,0.05835714285714286,best_learned,False,3.0,2.0,,
bar,0.030714285714285715,0.859536082474227,0.05835714285714286,best_learned,True,3.0,2.0,,
bar,0.09214285714285714,0.8750000000000002,0.05835714285714286,best_bandit,False,3.0,2.0,,
bar,0.15357142857142858,0.9020618556701031,0.05835714285714286,best_bandit,True,3.0,2.0,,
bar,0.215,0.7216494845360826,0.05835714285714286,declared_argmax,False,,2.0,,
bar,0.2764285714285714,0.6701030927835053,0.05835714285714286,declared_argmax,True,,2.0,,
bar,0.33785714285714286,0.5128865979381444,0.05835714285714286,random,False,,2.0,,
bar,0.3992857142857143,0.5128865979381444,0.05835714285714286,random,True,,2.0,,
oracle,-0.46,1.0,,,,,,0.46,
bar,0.6007142857142858,0.9763638082632129,0.05835714285714286,midian,False,5.0,2.0,,
bar,0.6007142857142858,0.9469249314550452,0.05835714285714286,midian,False,3.0,3.0,,
bar,0.6007142857142858,0.8015387160820653,0.05835714285714286,midian,False,1.0,4.0,,
bar,0.6621428571428571,0.9737992814597716,0.05835714285714286,midian,True,5.0,2.0,,
bar,0.6621428571428571,0.9386404462513004,0.05835714285714286,midian,True,3.0,3.0,,
bar,0.6621428571428571,0.7976505625413642,0.05835714285714286,midian,True,1.0,4.0,,
bar,0.7235714285714285,0.910974283823391,0.05835714285714286,midian_wo_defenses,False,3.0,2.0,,
bar,0.785,0.8462702089439351,0.05835714285714286,midian_wo_defenses,True,3.0,2.0,,
bar,0.8464285714285714,0.9088470265670805,0.05835714285714286,flat_probe_argmax_online,False,3.0,2.0,,
bar,0.9078571428571429,0.9088470265670805,0.05835714285714286,flat_probe_argmax_online,True,3.0,2.0,,
bar,0.9692857142857143,0.7832443036777919,0.05835714285714286,best_learned,False,3.0,2.0,,
bar,1.0307142857142857,0.7832443036777919,0.05835714285714286,best_learned,True,3.0,2.0,,
bar,1.092142857142857,0.937966814786802,0.05835714285714286,best_bandit,False,3.0,2.0,,
